transaction_id,txn_date,preparer_id,approver_id,account,amount,description
T002105,2026-06-26,U0123,U0318,6020-Travel & Entertainment,1919.35,Travel & Entertainment charge
T002106,2025-10-11,U0313,,6090-Equipment,543.22,Equipment charge
T002107,2026-01-31,U0315,U0233,6090-Equipment,612.19,Equipment charge
T002108,2026-02-07,U0028,,6070-Utilities,249.78,Utilities charge
T002109,2025-11-10,U0035,,6020-Travel & Entertainment,348.04,Travel & Entertainment charge
T002110,2025-10-25,U0004,,6080-Consulting,970.05,Consulting charge
T002111,2026-06-05,U0234,,6020-Travel & Entertainment,1852.47,Travel & Entertainment charge
T002112,2026-01-05,U0323,U0328,6020-Travel & Entertainment,422.68,Travel & Entertainment charge
T002113,2026-07-20,U0063,,6010-Office Supplies,300.3,Office Supplies charge
T002114,2025-11-26,U0074,,6090-Equipment,493.04,Equipment charge
T002115,2026-05-26,U0397,,6050-Facilities,954.63,Facilities charge
T002116,2026-05-11,U0111,,6090-Equipment,100.66,Equipment charge
T002117,2026-08-08,U0354,,6070-Utilities,39.42,Utilities charge
T002118,2025-11-09,U0194,,6070-Utilities,268.92,Utilities charge
T002119,2026-01-26,U0333,,6050-Facilities,128.67,Facilities charge
T002120,2026-08-28,U0073,,6070-Utilities,281.76,Utilities charge
T002121,2025-10-29,U0001,,6070-Utilities,418.82,Utilities charge
T002122,2026-06-23,U0075,,6030-Professional Fees,299.29,Professional Fees charge
T002123,2026-01-06,U0392,U0143,6030-Professional Fees,2435.03,Professional Fees charge
T002124,2025-10-07,U0031,U0068,6070-Utilities,705.86,Utilities charge
T002125,2025-09-02,U0331,,6040-IT Software,685.76,IT Software charge
T002126,2026-03-31,U0013,,6020-Travel & Entertainment,976.94,Travel & Entertainment charge
T002127,2026-07-29,U0087,,6020-Travel & Entertainment,140.79,Travel & Entertainment charge
T002128,2026-03-13,U0237,,6090-Equipment,1545.38,Equipment charge
T002129,2026-07-23,U0118,,6030-Professional Fees,453.35,Professional Fees charge
T002130,2026-08-06,U0389,,6040-IT Software,1030.22,IT Software charge
T002131,2025-10-01,U0162,,6050-Facilities,4995.0,Facilities charge
T002132,2026-03-31,U0119,U0161,6020-Travel & Entertainment,151.56,Travel & Entertainment charge
T002133,2026-04-07,U0104,,6010-Office Supplies,89.2,Office Supplies charge
T002134,2026-06-28,U0042,,6080-Consulting,1211.58,Consulting charge
T002135,2025-12-12,U0260,,6050-Facilities,745.5,Facilities charge
T002136,2025-11-22,U0154,,6080-Consulting,182.68,Consulting charge
T002137,2025-12-30,U0014,,6080-Consulting,189.31,Consulting charge
T002138,2026-05-19,U0318,,6030-Professional Fees,1699.31,Professional Fees charge
T002139,2026-01-09,U0301,,6020-Travel & Entertainment,133.17,Travel & Entertainment charge
T002140,2026-03-26,U0175,,6010-Office Supplies,3001.72,Office Supplies charge
T002141,2026-01-02,U0064,U0392,6050-Facilities,182.97,Facilities charge
T002142,2026-07-12,U0320,,6100-Freight & Shipping,994.49,Freight & Shipping charge
T002143,2026-07-19,U0107,U0016,6080-Consulting,343.27,Consulting charge
T002144,2026-08-20,U0185,,6090-Equipment,956.72,Equipment charge
T002145,2025-12-09,U0278,,6030-Professional Fees,270.83,Professional Fees charge
T002146,2026-01-07,U0246,,6050-Facilities,411.96,Facilities charge
T002147,2026-07-06,U0391,U0273,6100-Freight & Shipping,515.43,Freight & Shipping charge
T002148,2025-12-10,U0363,,6040-IT Software,163.63,IT Software charge
T002149,2026-04-30,U0204,,6040-IT Software,1113.1,IT Software charge
T002150,2026-06-15,U0249,U0081,6010-Office Supplies,280.19,Office Supplies charge
T002151,2026-03-30,U0133,,6010-Office Supplies,383.19,Office Supplies charge
T002152,2025-10-23,U0046,U0125,6090-Equipment,165.04,Equipment charge
T002153,2026-03-09,U0126,U0340,6020-Travel & Entertainment,29.41,Travel & Entertainment charge
T002154,2025-11-01,U0236,,6050-Facilities,399.36,Facilities charge
T002155,2025-10-18,U0122,U0056,6060-Marketing,7001.48,Marketing charge
T002156,2026-07-04,U0144,,6090-Equipment,1168.02,Equipment charge
T002157,2025-09-23,U0138,,6080-Consulting,482.42,Consulting charge
T002158,2026-08-23,U0385,,6010-Office Supplies,369.01,Office Supplies charge
T002159,2026-03-30,U0125,,6060-Marketing,505.08,Marketing charge
T002160,2026-04-25,U0359,U0059,6050-Facilities,4999.0,Facilities charge
T002161,2026-06-20,U0365,U0093,6010-Office Supplies,899.49,Office Supplies charge
T002162,2025-09-24,U0134,U0077,6030-Professional Fees,134.44,Professional Fees charge
T002163,2026-04-24,U0168,U0078,6010-Office Supplies,1678.66,Office Supplies charge
T002164,2025-10-31,U0024,,6040-IT Software,1082.38,IT Software charge
T002165,2026-08-18,U0170,U0094,6070-Utilities,1085.73,Utilities charge
T002166,2026-03-13,U0274,U0103,6010-Office Supplies,798.17,Office Supplies charge
T002167,2026-04-04,U0399,U0046,6020-Travel & Entertainment,503.5,Travel & Entertainment charge
T002168,2026-04-01,U0090,,6020-Travel & Entertainment,1032.92,Travel & Entertainment charge
T002169,2026-01-15,U0098,,6090-Equipment,944.82,Equipment charge
T002170,2026-06-30,U0306,,6100-Freight & Shipping,333.8,Freight & Shipping charge
T002171,2026-07-02,U0093,U0260,6090-Equipment,262.18,Equipment charge
T002172,2025-11-28,U0246,,6100-Freight & Shipping,551.17,Freight & Shipping charge
T002173,2026-01-12,U0178,,6100-Freight & Shipping,2707.88,Freight & Shipping charge
T002174,2025-12-10,U0016,,6070-Utilities,126.09,Utilities charge
T002175,2025-10-17,U0269,,6100-Freight & Shipping,98.07,Freight & Shipping charge
T002176,2025-12-27,U0036,U0278,6090-Equipment,590.66,Equipment charge
T002177,2026-07-30,U0227,,6100-Freight & Shipping,521.12,Freight & Shipping charge
T002178,2026-05-24,U0036,U0075,6030-Professional Fees,596.26,Professional Fees charge
T002179,2025-09-26,U0138,,6090-Equipment,644.42,Equipment charge
T002180,2026-01-02,U0046,,6090-Equipment,385.48,Equipment charge
T002181,2025-10-18,U0310,,6050-Facilities,2537.28,Facilities charge
T002182,2025-09-23,U0105,,6070-Utilities,84.69,Utilities charge
T002183,2025-12-22,U0082,,6020-Travel & Entertainment,198.08,Travel & Entertainment charge
T002184,2026-04-05,U0045,,6090-Equipment,439.84,Equipment charge
T002185,2025-11-24,U0266,,6050-Facilities,80.84,Facilities charge
T002186,2025-09-06,U0024,,6010-Office Supplies,406.08,Office Supplies charge
T002187,2025-10-13,U0023,,6060-Marketing,3064.43,Marketing charge
T002188,2026-06-27,U0372,U0060,6020-Travel & Entertainment,504.2,Travel & Entertainment charge
T002189,2026-06-03,U0253,,6060-Marketing,635.09,Marketing charge
T002190,2025-09-14,U0350,,6030-Professional Fees,123.2,Professional Fees charge
T002191,2025-10-29,U0393,,6090-Equipment,250.14,Equipment charge
T002192,2025-11-21,U0149,U0392,6020-Travel & Entertainment,326.13,Travel & Entertainment charge
T002193,2026-06-04,U0332,,6080-Consulting,347.41,Consulting charge
T002194,2025-11-17,U0048,U0363,6030-Professional Fees,2017.89,Professional Fees charge
T002195,2026-02-08,U0029,,6070-Utilities,910.01,Utilities charge
T002196,2025-09-14,U0270,U0149,6010-Office Supplies,145.1,Office Supplies charge
T002197,2026-03-13,U0140,U0299,6060-Marketing,646.23,Marketing charge
T002198,2026-05-30,U0157,,6030-Professional Fees,852.39,Professional Fees charge
T002199,2026-03-31,U0135,,6030-Professional Fees,1727.04,Professional Fees charge
T002200,2026-03-09,U0181,,6010-Office Supplies,2803.42,Office Supplies charge
T002201,2026-03-12,U0332,U0272,6010-Office Supplies,161.32,Office Supplies charge
T002202,2026-03-28,U0036,,6040-IT Software,201.96,IT Software charge
T002203,2026-06-13,U0355,,6080-Consulting,123.55,Consulting charge
T002204,2026-07-17,U0014,U0154,6090-Equipment,380.92,Equipment charge
T002205,2025-11-02,U0032,,6070-Utilities,823.03,Utilities charge
T002206,2026-05-29,U0320,,6010-Office Supplies,1459.82,Office Supplies charge
T002207,2025-11-30,U0376,,6090-Equipment,453.25,Equipment charge
T002208,2026-05-23,U0143,,6040-IT Software,346.6,IT Software charge
T002209,2026-07-29,U0305,U0394,6020-Travel & Entertainment,582.27,Travel & Entertainment charge
T002210,2025-11-12,U0042,U0101,6070-Utilities,196.63,Utilities charge
T002211,2026-06-20,U0301,U0139,6050-Facilities,4907.37,Facilities charge
T002212,2025-11-06,U0242,,6060-Marketing,84.06,Marketing charge
T002213,2025-12-19,U0249,,6020-Travel & Entertainment,603.78,Travel & Entertainment charge
T002214,2026-04-25,U0051,U0369,6010-Office Supplies,4564.06,Office Supplies charge
T002215,2025-11-20,U0223,,6060-Marketing,496.45,Marketing charge
T002216,2025-09-22,U0165,U0395,6030-Professional Fees,399.8,Professional Fees charge
T002217,2026-02-22,U0211,U0017,6090-Equipment,332.56,Equipment charge
T002218,2025-10-14,U0391,,6080-Consulting,404.06,Consulting charge
T002219,2026-01-27,U0160,,6090-Equipment,2230.84,Equipment charge
T002220,2025-09-12,U0292,,6040-IT Software,43.25,IT Software charge
T002221,2026-08-24,U0320,,6090-Equipment,2661.85,Equipment charge
T002222,2026-02-17,U0158,,6030-Professional Fees,102.89,Professional Fees charge
T002223,2026-08-11,U0040,,6060-Marketing,367.48,Marketing charge
T002224,2026-01-28,U0038,U0204,6040-IT Software,307.3,IT Software charge
T002225,2026-05-28,U0114,,6050-Facilities,941.44,Facilities charge
T002226,2026-03-22,U0072,,6040-IT Software,84.95,IT Software charge
T002227,2025-10-19,U0055,,6100-Freight & Shipping,819.25,Freight & Shipping charge
T002228,2026-06-06,U0073,U0344,6010-Office Supplies,4567.59,Office Supplies charge
T002229,2026-07-21,U0055,U0377,6040-IT Software,110.0,IT Software charge
T002230,2025-12-25,U0182,,6010-Office Supplies,607.09,Office Supplies charge
T002231,2025-10-13,U0048,,6100-Freight & Shipping,237.89,Freight & Shipping charge
T002232,2026-03-19,U0185,,6020-Travel & Entertainment,787.19,Travel & Entertainment charge
T002233,2026-06-10,U0235,U0108,6090-Equipment,503.24,Equipment charge
T002234,2025-09-14,U0121,,6010-Office Supplies,243.32,Office Supplies charge
T002235,2025-10-28,U0239,,6090-Equipment,842.74,Equipment charge
T002236,2026-01-04,U0011,,6070-Utilities,3585.97,Utilities charge
T002237,2026-01-14,U0287,,6050-Facilities,399.42,Facilities charge
T002238,2025-09-02,U0239,,6100-Freight & Shipping,1087.61,Freight & Shipping charge
T002239,2026-02-25,U0353,U0350,6030-Professional Fees,118.8,Professional Fees charge
T002240,2025-11-03,U0045,,6090-Equipment,172.07,Equipment charge
T002241,2026-06-04,U0065,,6050-Facilities,828.52,Facilities charge
T002242,2026-02-23,U0276,,6010-Office Supplies,2521.29,Office Supplies charge
T002243,2025-12-09,U0235,U0125,6030-Professional Fees,728.64,Professional Fees charge
T002244,2026-07-06,U0351,U0157,6090-Equipment,349.2,Equipment charge
T002245,2026-02-20,U0189,U0026,6070-Utilities,492.37,Utilities charge
T002246,2025-11-06,U0167,,6090-Equipment,124.53,Equipment charge
T002247,2026-03-07,U0029,,6010-Office Supplies,958.11,Office Supplies charge
T002248,2026-03-22,U0285,,6070-Utilities,1300.58,Utilities charge
T002249,2026-05-24,U0031,U0015,6020-Travel & Entertainment,299.68,Travel & Entertainment charge
T002250,2025-12-08,U0029,U0225,6010-Office Supplies,293.82,Office Supplies charge
T002251,2026-07-09,U0229,,6020-Travel & Entertainment,660.15,Travel & Entertainment charge
T002252,2025-11-18,U0221,,6080-Consulting,304.79,Consulting charge
T002253,2025-10-22,U0123,U0193,6030-Professional Fees,458.18,Professional Fees charge
T002254,2025-09-27,U0204,U0329,6070-Utilities,4962.64,Utilities charge
T002255,2026-05-07,U0065,,6080-Consulting,375.5,Consulting charge
T002256,2026-07-16,U0085,,6040-IT Software,332.23,IT Software charge
T002257,2025-09-21,U0165,,6020-Travel & Entertainment,241.7,Travel & Entertainment charge
T002258,2026-05-29,U0004,,6080-Consulting,1117.23,Consulting charge
T002259,2026-05-03,U0136,,6090-Equipment,403.69,Equipment charge
T002260,2025-09-24,U0235,,6040-IT Software,241.22,IT Software charge
T002261,2025-09-28,U0073,,6020-Travel & Entertainment,2107.87,Travel & Entertainment charge
T002262,2026-07-08,U0015,,6010-Office Supplies,2348.57,Office Supplies charge
T002263,2026-08-29,U0335,U0107,6020-Travel & Entertainment,254.56,Travel & Entertainment charge
T002264,2026-04-20,U0014,U0348,6050-Facilities,63.23,Facilities charge
T002265,2026-07-17,U0329,,6070-Utilities,1492.59,Utilities charge
T002266,2026-08-03,U0216,,6050-Facilities,232.04,Facilities charge
T002267,2026-08-13,U0348,,6080-Consulting,1175.78,Consulting charge
T002268,2026-06-02,U0086,,6060-Marketing,56.42,Marketing charge
T002269,2026-01-06,U0327,U0016,6030-Professional Fees,1315.35,Professional Fees charge
T002270,2026-02-06,U0289,,6100-Freight & Shipping,130.02,Freight & Shipping charge
T002271,2025-11-29,U0114,,6040-IT Software,1100.85,IT Software charge
T002272,2026-01-29,U0129,,6030-Professional Fees,500.55,Professional Fees charge
T002273,2026-06-14,U0324,,6010-Office Supplies,172.55,Office Supplies charge
T002274,2026-05-01,U0321,U0241,6030-Professional Fees,314.9,Professional Fees charge
T002275,2026-07-26,U0023,U0324,6080-Consulting,1048.33,Consulting charge
T002276,2026-05-25,U0131,,6100-Freight & Shipping,553.62,Freight & Shipping charge
T002277,2026-03-05,U0349,,6040-IT Software,937.16,IT Software charge
T002278,2026-06-15,U0385,,6010-Office Supplies,4333.3,Office Supplies charge
T002279,2026-02-24,U0003,U0085,6070-Utilities,88.18,Utilities charge
T002280,2026-07-10,U0325,,6070-Utilities,2918.82,Utilities charge
T002281,2026-03-27,U0087,,6100-Freight & Shipping,552.69,Freight & Shipping charge
T002282,2026-04-11,U0087,,6050-Facilities,183.34,Facilities charge
T002283,2026-03-13,U0329,U0125,6060-Marketing,114.05,Marketing charge
T002284,2026-06-15,U0013,U0087,6080-Consulting,400.2,Consulting charge
T002285,2026-05-29,U0112,,6060-Marketing,1358.06,Marketing charge
T002286,2026-01-07,U0071,,6040-IT Software,428.25,IT Software charge
T002287,2026-01-02,U0088,,6100-Freight & Shipping,2597.41,Freight & Shipping charge
T002288,2026-01-18,U0294,,6010-Office Supplies,99.85,Office Supplies charge
T002289,2026-03-20,U0359,,6040-IT Software,2000.0,IT Software charge
T002290,2025-10-30,U0037,U0392,6070-Utilities,486.24,Utilities charge
T002291,2026-07-11,U0113,,6060-Marketing,124.26,Marketing charge
T002292,2025-09-25,U0020,U0381,6020-Travel & Entertainment,735.09,Travel & Entertainment charge
T002293,2025-10-12,U0159,U0182,6050-Facilities,1307.11,Facilities charge
T002294,2026-04-21,U0036,,6070-Utilities,310.18,Utilities charge
T002295,2025-12-10,U0301,,6100-Freight & Shipping,28.09,Freight & Shipping charge
T002296,2025-11-13,U0365,U0160,6010-Office Supplies,613.29,Office Supplies charge
T002297,2025-09-09,U0154,,6080-Consulting,796.65,Consulting charge
T002298,2025-11-23,U0225,,6010-Office Supplies,768.72,Office Supplies charge
T002299,2026-03-26,U0082,,6070-Utilities,1918.62,Utilities charge
T002300,2025-09-10,U0194,,6090-Equipment,151.69,Equipment charge
T002301,2026-07-18,U0284,,6080-Consulting,1041.31,Consulting charge
T002302,2026-06-17,U0095,,6100-Freight & Shipping,1829.43,Freight & Shipping charge
T002303,2026-03-23,U0017,U0115,6090-Equipment,69.65,Equipment charge
T002304,2025-12-13,U0116,,6080-Consulting,700.38,Consulting charge
T002305,2026-03-03,U0177,,6030-Professional Fees,282.99,Professional Fees charge
T002306,2025-10-26,U0232,U0010,6080-Consulting,450.49,Consulting charge
T002307,2025-11-24,U0119,U0219,6020-Travel & Entertainment,722.3,Travel & Entertainment charge
T002308,2025-12-22,U0067,,6070-Utilities,288.31,Utilities charge
T002309,2026-02-10,U0391,,6030-Professional Fees,234.33,Professional Fees charge
T002310,2026-03-12,U0194,,6020-Travel & Entertainment,511.61,Travel & Entertainment charge
T002311,2026-06-07,U0390,,6050-Facilities,149.01,Facilities charge
T002312,2026-06-24,U0099,,6060-Marketing,149.25,Marketing charge
T002313,2026-05-20,U0167,U0158,6010-Office Supplies,1040.35,Office Supplies charge
T002314,2025-09-28,U0162,,6040-IT Software,139.26,IT Software charge
T002315,2026-03-23,U0062,,6080-Consulting,1025.51,Consulting charge
T002316,2026-05-14,U0268,U0013,6090-Equipment,819.63,Equipment charge
T002317,2026-07-25,U0095,,6020-Travel & Entertainment,73.82,Travel & Entertainment charge
T002318,2026-06-02,U0340,U0299,6030-Professional Fees,233.85,Professional Fees charge
T002319,2025-11-27,U0242,,6100-Freight & Shipping,1832.65,Freight & Shipping charge
T002320,2026-08-18,U0284,,6100-Freight & Shipping,167.46,Freight & Shipping charge
T002321,2026-06-04,U0133,,6040-IT Software,295.64,IT Software charge
T002322,2026-06-06,U0104,,6060-Marketing,819.15,Marketing charge
T002323,2026-04-19,U0329,,6010-Office Supplies,1166.46,Office Supplies charge
T002324,2026-07-23,U0314,,6070-Utilities,373.65,Utilities charge
T002325,2026-04-21,U0070,,6080-Consulting,255.38,Consulting charge
T002326,2025-12-30,U0287,,6070-Utilities,2355.73,Utilities charge
T002327,2026-03-06,U0013,U0387,6010-Office Supplies,3336.87,Office Supplies charge
T002328,2025-12-02,U0100,,6040-IT Software,1446.27,IT Software charge
T002329,2025-10-15,U0094,,6070-Utilities,541.23,Utilities charge
T002330,2026-02-19,U0013,,6090-Equipment,202.53,Equipment charge
T002331,2026-01-14,U0400,,6070-Utilities,197.65,Utilities charge
T002332,2026-07-31,U0301,,6030-Professional Fees,875.47,Professional Fees charge
T002333,2026-06-18,U0185,,6070-Utilities,780.74,Utilities charge
T002334,2026-06-13,U0028,,6100-Freight & Shipping,2302.52,Freight & Shipping charge
T002335,2026-04-09,U0135,U0316,6100-Freight & Shipping,1007.77,Freight & Shipping charge
T002336,2025-11-21,U0014,U0188,6030-Professional Fees,94.31,Professional Fees charge
T002337,2026-07-07,U0025,,6040-IT Software,1567.35,IT Software charge
T002338,2026-08-21,U0347,U0076,6050-Facilities,164.37,Facilities charge
T002339,2026-07-08,U0169,,6060-Marketing,322.99,Marketing charge
T002340,2026-07-20,U0319,U0261,6020-Travel & Entertainment,648.86,Travel & Entertainment charge
T002341,2026-06-07,U0364,,6090-Equipment,4425.92,Equipment charge
T002342,2026-08-22,U0026,U0136,6080-Consulting,15076.77,Consulting charge
T002343,2026-03-25,U0314,U0386,6080-Consulting,960.44,Consulting charge
T002344,2025-09-14,U0109,,6100-Freight & Shipping,402.82,Freight & Shipping charge
T002345,2026-07-12,U0048,,6020-Travel & Entertainment,887.1,Travel & Entertainment charge
T002346,2026-05-12,U0267,,6100-Freight & Shipping,1308.22,Freight & Shipping charge
